CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Drug.Plan.Quality.Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins., Special Needs Plan (SNP) Care Management,Contract_Type,Year
H1806,3,4,4,4,3,4,4,2,2,3,0,0,0,1,3,4,2,3,4,3,2,3,3,4,4,1,4,2,3,4,4,1,4,5,5,5,5,5,5,5,0,5,4,4,1,5,0,4,4,3,2,3,4,4,3,0,MA PD,2013
H1846,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,0,5,0,0,0,0,5,0,3,5,0,0,0,0,5,0,0,0,2,2,4,2,1,1,3,3,0,PART D ,2013
H1849,2,4,4,4,2,3,4,2,1,3,0,0,0,1,3,5,4,4,5,3,1,3,2,4,4,3,4,4,5,3,3,5,2,2,0,3,5,5,1,1,0,5,3,3,5,2,0,2,2,3,2,1,3,3,3,0,MA PD,2013
H1903,3,3,5,4,3,4,2,3,1,2,2,1,3,1,2,5,2,2,3,2,2,4,2,4,2,2,4,2,4,1,4,2,4,5,5,3,5,3,3,5,0,5,1,4,2,2,4,4,2,4,1,3,1,1,1,0,MA PD,2013
H1906,2,2,5,4,1,3,4,2,1,2,0,0,0,1,1,4,2,4,3,2,2,4,2,5,4,4,5,5,4,2,4,5,4,5,0,5,0,5,5,2,0,0,2,4,5,4,4,5,4,3,1,1,3,3,3,0,MA PD,2013
H1944,4,3,5,4,3,4,0,0,3,2,0,0,0,0,4,5,3,3,3,4,0,2,3,4,4,2,4,1,4,2,1,4,2,3,5,5,5,4,5,2,0,5,2,1,4,1,0,2,4,4,5,3,3,4,3,0,MA PD,2013
H1951,3,5,4,4,4,4,5,2,2,4,4,4,4,2,4,4,3,3,4,3,3,3,3,4,4,4,5,5,5,3,3,5,3,5,4,5,5,5,5,1,5,5,3,3,5,4,4,4,2,3,1,3,3,3,3,0,MA PD,2013
H1961,4,4,5,5,5,3,5,2,2,4,4,4,4,4,4,5,4,4,3,3,3,4,2,5,1,5,4,5,3,4,5,5,4,4,5,5,3,5,5,4,0,3,4,5,5,2,4,4,4,4,1,3,3,2,2,0,MA PD,2013
H2001,4,4,5,4,5,4,5,2,3,4,0,0,0,0,4,5,3,4,3,5,3,2,3,4,5,2,4,2,4,3,1,4,3,3,5,5,5,4,5,5,0,5,3,1,4,2,0,4,4,4,5,2,5,5,5,0,MA PD,2013
H2012,3,3,3,4,2,3,0,0,2,4,0,0,0,1,3,4,3,3,3,3,1,3,2,4,4,3,4,4,5,1,4,3,5,5,5,5,5,5,5,4,4,5,1,4,3,3,4,4,4,4,2,3,4,3,3,0,MA PD,2013
H2029,3,3,5,4,2,1,5,2,3,2,0,0,0,0,2,4,1,1,1,2,0,4,4,2,1,3,4,4,1,1,3,2,5,4,0,5,5,5,3,5,0,5,1,3,2,5,0,2,2,4,3,5,1,1,1,0,MA PD,2013
H2108,3,4,5,4,4,3,5,3,2,3,2,2,3,2,4,4,2,2,1,3,2,5,2,2,1,1,1,1,2,1,4,4,1,5,3,5,5,3,2,5,0,5,1,4,4,2,0,1,2,4,4,3,1,1,1,0,MA PD,2013
H2111,1,1,4,2,1,0,0,0,1,4,4,5,5,1,4,3,3,3,2,0,1,5,4,0,0,0,0,0,0,4,1,5,5,0,0,5,0,4,4,5,0,0,4,1,5,5,0,0,0,4,1,1,3,3,4,0,MA PD,2013
H2112,3,4,4,4,3,4,4,2,3,4,0,0,0,1,4,5,4,4,5,3,1,4,2,4,4,4,2,1,4,1,2,4,2,4,5,5,4,3,5,3,0,4,1,2,4,3,3,1,4,4,5,3,3,4,3,0,MA PD,2013
H2150,5,5,5,5,5,5,5,2,4,5,0,0,0,5,5,5,5,5,5,4,2,4,0,4,4,4,4,4,4,3,4,5,4,5,5,0,4,0,0,5,0,4,3,4,5,2,0,5,4,4,5,5,4,5,5,0,MA PD,2013
H2165,3,4,5,4,1,2,0,0,1,4,0,0,0,0,1,4,3,2,4,0,3,1,4,3,3,3,4,2,3,1,4,3,0,0,0,4,3,3,2,1,0,3,1,4,3,1,0,2,4,4,1,3,3,1,2,0,MA PD,2013
H2174,2,2,2,3,3,1,5,2,2,4,3,2,3,1,4,4,3,3,4,3,3,4,3,5,5,5,4,4,4,3,5,5,1,4,2,5,0,3,5,1,0,0,3,5,5,2,5,4,4,4,1,3,5,5,5,0,MA PD,2013
H2182,2,2,3,4,2,2,0,0,3,3,0,0,0,2,2,4,3,2,2,4,3,4,4,4,2,3,4,1,2,2,1,2,3,3,3,5,5,4,5,4,0,5,2,1,2,3,4,2,4,4,3,4,1,1,1,0,MA PD,2013
H2224,4,3,5,4,5,5,0,0,3,4,5,5,5,1,4,5,2,2,3,2,3,5,2,4,2,3,2,5,4,5,5,5,4,0,0,2,0,4,1,1,0,0,5,5,5,4,0,4,4,4,2,1,5,4,5,0,MA PD,2013
H2225,5,4,3,4,5,5,0,0,4,4,5,5,5,1,4,5,3,4,4,0,3,5,4,4,4,3,4,4,4,5,5,5,2,3,1,3,0,3,2,5,0,0,5,5,5,3,0,5,4,4,4,3,5,4,5,0,MA PD,2013
H2226,3,5,4,4,5,5,0,0,3,4,3,2,4,1,5,5,3,4,3,2,3,5,4,2,3,2,4,5,4,5,1,5,2,0,0,5,0,4,4,3,0,0,5,1,5,2,0,5,4,4,3,3,4,3,3,0,MA PD,2013
H2228,1,1,0,2,5,0,0,0,1,5,4,5,5,1,5,5,4,3,0,0,3,5,4,0,0,0,0,0,0,5,1,2,4,0,0,5,0,4,4,5,0,0,5,1,2,2,0,0,0,4,3,1,5,5,5,0,MA PD,2013
H2230,4,5,5,5,5,5,5,2,3,4,0,0,0,1,4,5,4,5,4,4,3,3,4,4,4,5,4,2,5,5,5,4,4,5,4,5,5,4,5,3,0,5,5,5,4,3,4,2,4,4,5,2,5,5,5,0,MA PD,2013
H2237,3,2,2,2,3,3,4,2,3,2,1,4,1,0,2,4,1,1,1,3,0,5,2,4,5,4,4,4,3,3,5,5,2,0,0,3,0,5,5,2,0,0,3,5,5,2,4,4,2,4,2,5,1,1,1,0,MA PD,2013
H2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,0,0,0,0,4,0,0,0,0,0,4,1,4,5,3,5,0,PART D ,2013
H2256,5,5,5,5,5,5,4,2,3,5,0,0,0,1,5,5,5,5,5,4,3,4,2,4,5,4,5,5,5,5,4,5,2,4,5,4,5,3,4,1,2,5,5,4,5,2,4,4,4,4,5,2,5,5,5,0,MA PD,2013
H2261,5,5,5,5,5,5,4,3,2,4,0,0,0,1,5,5,4,5,4,4,2,4,3,4,4,5,4,4,5,5,5,5,2,5,3,5,5,4,5,3,0,5,5,5,5,5,3,2,4,4,5,1,5,5,5,0,MA PD,2013
H2312,4,5,4,4,5,4,4,2,2,5,0,0,0,1,4,5,4,5,5,4,3,4,2,5,4,3,4,4,4,4,5,5,2,4,3,3,2,3,4,4,0,2,4,5,5,4,0,2,4,4,4,3,4,5,5,0,MA PD,2013
H2320,5,5,5,5,3,5,5,3,2,5,0,0,0,3,5,5,5,5,5,4,3,2,4,5,5,5,5,5,5,5,3,5,2,4,4,3,5,3,1,4,4,5,5,3,5,4,5,4,5,4,4,3,4,5,5,0,MA PD,2013
H2322,4,4,5,3,3,4,4,1,3,4,0,0,0,1,4,5,3,4,3,3,3,4,3,5,4,4,5,4,4,3,5,4,4,0,0,3,1,3,4,2,0,1,3,5,4,4,0,4,5,4,4,2,5,5,5,0,MA PD,2013
H2323,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,5,1,3,0,3,1,5,0,0,5,5,1,2,0,0,0,4,1,2,5,4,5,0,PART D ,2013
H2354,5,5,5,5,3,5,5,2,3,5,0,0,0,2,5,5,5,5,4,4,3,3,4,5,4,5,5,5,4,4,5,5,4,0,0,4,4,3,2,5,0,4,4,5,5,1,0,5,4,3,3,1,4,5,5,0,MA PD,2013
H2406,1,1,0,2,5,0,0,0,1,5,4,5,5,0,5,3,4,5,0,0,0,5,4,0,0,0,0,0,0,5,1,5,5,0,0,5,0,4,4,5,0,0,5,1,5,2,0,0,0,4,1,1,5,5,5,0,MA PD,2013
H2416,2,4,2,2,5,4,0,0,2,4,4,4,5,2,4,3,2,2,4,0,3,5,2,5,5,4,5,5,5,5,5,5,2,0,0,5,0,3,5,5,0,0,5,5,5,1,0,5,5,4,2,1,5,5,5,0,MA PD,2013
H2419,3,3,5,4,4,4,0,0,1,4,4,3,4,1,4,4,3,5,5,0,3,5,3,5,5,4,4,5,5,5,5,5,4,0,0,1,0,3,1,5,0,0,5,5,5,1,0,5,5,4,2,1,5,5,5,0,MA PD,2013
H2422,3,3,4,4,5,5,0,0,3,5,5,5,5,1,4,5,4,5,5,2,3,5,4,4,4,4,4,5,4,5,5,5,5,0,0,5,0,3,5,5,0,0,5,5,5,3,4,4,3,4,4,1,5,4,5,0,MA PD,2013
H2425,2,3,3,3,4,4,0,0,2,4,3,4,2,1,4,4,3,4,5,3,3,5,2,5,5,3,5,5,5,5,5,5,4,5,2,3,0,3,2,2,0,0,5,5,5,3,0,5,4,4,4,1,5,5,5,0,MA PD,2013
H2450,4,5,5,5,5,4,4,3,2,5,0,0,0,1,4,4,5,5,5,5,3,3,0,5,5,5,5,5,5,5,4,5,4,5,5,0,2,0,0,5,2,2,5,4,5,5,0,4,4,4,4,3,5,5,5,0,MA PD,2013
H2456,2,2,3,4,5,4,0,0,2,4,4,5,3,1,4,4,3,4,4,2,3,5,2,4,5,3,5,5,5,5,5,5,2,0,0,4,0,4,5,1,0,0,5,5,5,1,0,4,4,3,4,1,3,3,4,0,MA PD,2013
H2457,0,0,0,0,0,0,0,0,2,0,5,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,2,0,0,0,0,5,0,0,0,0,0,3,3,4,3,4,5,0,PART D ,2013
H2458,2,3,4,3,5,4,0,0,2,5,5,5,5,1,4,5,5,4,5,2,3,5,2,3,5,4,4,4,4,5,5,5,4,0,0,3,0,5,1,4,0,0,5,5,5,4,0,4,4,4,2,1,5,5,5,0,MA PD,2013
H2459,4,5,5,5,5,5,4,2,2,5,0,0,0,1,4,5,4,5,5,4,3,3,3,4,5,5,5,4,5,5,5,5,3,5,4,4,4,4,5,1,0,4,5,5,5,3,4,2,4,3,5,3,5,5,5,0,MA PD,2013
H2462,5,5,5,5,5,5,5,2,3,5,0,0,0,1,5,5,5,5,5,5,3,4,0,5,5,5,5,5,5,5,5,5,2,5,3,0,5,0,0,5,0,5,5,5,5,2,5,5,5,4,4,1,5,5,5,0,MA PD,2013
H2486,2,3,3,3,1,4,0,0,3,4,0,0,0,0,2,4,3,2,4,3,3,2,4,4,4,1,4,4,4,3,4,5,5,5,0,5,5,5,5,2,0,5,3,4,5,3,4,4,3,4,3,5,4,3,4,0,MA PD,2013
H2491,3,3,0,5,4,4,0,0,4,4,2,1,3,0,4,5,2,2,3,0,0,5,4,2,2,2,4,4,1,3,3,5,0,0,0,3,5,3,3,1,0,5,3,3,5,2,1,4,2,4,4,5,1,1,1,0,MA PD,2013
H2542,3,4,4,4,4,2,0,0,2,4,0,0,0,1,3,5,3,4,3,2,2,1,2,4,3,3,4,4,2,2,4,1,3,5,3,5,5,5,5,4,0,5,2,4,1,4,3,4,3,3,3,3,3,3,3,0,MA PD,2013
H2593,4,5,5,4,3,3,0,0,3,5,4,5,5,3,3,5,3,4,5,4,2,4,4,1,1,4,1,4,1,1,4,3,1,3,3,5,4,5,5,5,0,4,1,4,3,2,4,4,2,4,5,5,3,3,3,0,MA PD,2013
H2610,4,5,5,5,5,5,5,2,3,5,0,0,0,2,4,5,5,5,4,3,3,3,4,5,5,5,5,5,5,5,5,5,3,2,3,5,5,3,5,2,0,5,5,5,5,4,0,5,5,3,4,3,4,4,3,0,MA PD,2013
H2611,3,4,5,4,3,3,4,2,2,4,0,0,0,1,4,4,4,4,4,4,2,3,3,4,4,3,4,2,5,1,1,1,3,4,2,4,1,3,5,1,0,1,1,1,1,2,4,2,4,4,3,1,3,3,3,0,MA PD,2013
H2643,2,2,0,2,2,3,0,0,4,3,2,1,1,0,3,5,3,2,3,0,0,5,2,2,1,1,2,2,2,5,5,1,4,0,0,2,0,5,1,5,0,0,5,5,1,3,0,4,2,4,4,5,1,1,1,0,MA PD,2013
H2649,3,4,4,4,3,4,5,3,2,4,0,0,0,1,4,5,4,4,4,3,2,3,3,4,5,3,4,4,5,3,3,5,4,5,5,5,5,5,5,4,0,5,3,3,5,3,2,4,2,3,3,3,4,4,4,0,MA PD,2013
H2654,2,3,4,4,1,4,5,2,2,4,2,1,2,1,3,5,3,4,4,3,2,3,4,4,4,4,4,2,4,3,1,3,3,3,3,5,5,5,5,5,0,5,3,1,3,4,5,4,4,4,4,3,3,3,4,0,MA PD,2013
H2663,4,5,4,4,5,4,4,3,2,4,0,0,0,2,4,5,4,5,5,4,3,4,3,4,4,4,4,4,4,3,2,5,4,4,3,4,5,5,5,1,0,5,3,2,5,5,0,4,4,4,4,2,4,4,4,0,MA PD,2013
H2667,4,5,5,4,4,4,5,2,2,5,0,0,0,1,4,5,4,5,4,4,1,3,2,4,5,3,5,4,5,1,3,4,1,4,2,4,1,3,5,2,0,1,1,3,4,1,4,4,4,4,3,1,4,3,4,0,MA PD,2013
H2672,3,5,5,4,4,4,5,2,2,4,0,0,0,1,4,5,4,5,4,4,2,3,2,5,4,4,4,4,4,3,2,4,4,5,0,4,5,5,5,2,0,5,3,2,4,2,4,4,4,4,3,3,4,3,3,0,MA PD,2013
H2701,3,3,4,2,4,3,4,3,2,2,0,0,0,1,3,4,2,2,2,4,3,1,4,4,4,5,4,4,5,5,4,5,2,4,2,3,3,4,1,2,0,3,5,4,5,1,4,2,4,3,5,3,4,5,4,0,MA PD,2013
H2775,3,3,5,4,3,4,0,0,1,3,0,0,0,1,3,4,2,2,2,4,2,4,3,4,4,3,4,2,4,3,5,1,2,3,1,5,5,3,5,4,0,5,3,5,1,3,2,1,3,0,4,2,4,5,5,0,MA PD,2013
H2802,2,4,4,4,4,5,4,2,1,4,0,0,0,1,4,4,3,3,4,0,2,3,3,5,5,5,4,4,4,4,1,5,2,2,0,5,4,5,5,5,0,4,4,1,5,4,5,4,4,4,4,1,3,3,4,0,MA PD,2013
H2803,2,3,4,3,3,5,4,2,2,3,3,2,3,1,3,5,3,3,4,5,3,2,3,5,5,3,4,2,3,3,1,3,2,2,5,5,5,5,5,5,0,5,3,1,3,2,0,2,4,4,4,1,3,3,3,0,MA PD,2013
H2810,4,2,4,4,4,3,0,0,2,3,0,0,0,0,3,4,2,2,3,4,1,1,4,4,5,4,2,2,3,3,4,4,0,3,0,4,5,5,5,5,0,5,3,4,4,4,5,1,4,4,3,5,4,4,4,0,MA PD,2013
H2816,3,3,3,4,2,4,0,0,0,2,0,0,0,1,4,1,2,2,1,3,0,0,2,4,4,3,4,4,3,4,5,2,0,4,2,5,5,3,5,3,0,5,4,5,2,0,0,2,0,0,4,3,4,4,4,0,MA PD,2013
H2905,3,3,2,2,3,2,0,0,2,3,0,0,0,0,2,2,3,2,2,0,2,1,4,4,4,2,4,1,4,2,1,4,5,0,0,5,4,5,5,5,0,4,2,1,4,5,4,1,4,3,4,3,3,2,3,0,MA PD,2013
H2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,4,4,5,0,0,4,4,4,0,0,0,0,0,4,1,3,5,4,4,0,PART D ,2013
H2931,3,4,4,5,3,2,4,1,1,5,0,0,0,1,4,5,4,5,4,3,1,3,3,1,1,3,1,2,1,4,1,3,2,5,5,5,5,5,5,1,4,5,4,1,3,4,1,4,4,3,4,4,4,3,4,0,MA PD,2013
H2944,2,3,3,3,2,2,0,0,2,3,0,0,0,1,3,4,2,2,3,3,1,2,3,5,4,4,4,4,5,2,3,3,5,5,4,5,5,5,5,4,0,5,2,3,3,5,4,4,4,4,3,3,4,4,4,0,MA PD,2013
H2949,3,4,5,5,3,3,4,2,1,5,4,4,4,1,4,5,5,5,4,2,2,2,4,3,4,2,4,4,2,2,4,5,5,5,4,5,5,5,5,4,0,5,2,4,5,5,2,4,2,3,3,4,3,4,4,0,MA PD,2013
H2960,4,3,5,5,3,5,5,2,2,4,0,0,0,1,4,5,4,5,4,3,2,2,3,4,5,5,4,5,3,3,4,5,2,5,2,5,4,4,5,2,1,4,3,4,5,3,5,5,4,4,3,5,3,4,4,0,MA PD,2013
H2997,2,2,2,4,2,4,0,0,3,4,0,0,0,0,4,4,3,4,4,3,3,2,4,4,4,2,4,2,4,3,3,5,0,4,3,2,4,5,1,2,0,4,3,3,5,5,0,4,4,3,3,3,5,5,5,0,MA PD,2013
H3028,2,3,5,4,2,3,0,0,3,4,0,0,0,0,3,5,3,3,3,0,2,3,3,2,1,2,2,2,1,2,4,4,5,5,0,5,5,5,5,5,0,5,2,4,4,4,2,4,2,3,3,5,4,3,4,0,MA PD,2013
H3107,2,2,5,5,2,2,4,2,2,2,0,0,0,1,3,4,3,2,3,3,1,4,3,2,1,3,1,1,2,1,1,4,2,4,2,5,5,4,5,4,0,5,1,1,4,5,0,1,2,4,5,3,2,2,2,0,MA PD,2013
H3113,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,4,0,0,0,0,1,0,0,0,0,0,3,2,1,5,3,4,0,PART D ,2013
H3132,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,4,0,0,0,0,5,0,0,0,0,0,4,2,5,5,5,5,0,PART D ,2013
H3152,2,4,5,4,4,5,5,2,2,3,0,0,0,1,4,3,3,4,4,3,3,3,2,4,4,4,4,4,3,3,2,5,1,3,2,5,4,3,5,3,3,4,3,2,5,4,3,1,3,4,5,2,3,4,3,0,MA PD,2013
H3154,3,4,5,5,3,4,5,3,2,4,0,0,0,1,4,5,4,5,5,4,1,3,2,3,2,4,4,2,3,2,5,5,2,4,2,4,5,3,5,1,3,5,2,5,5,4,4,2,2,4,5,2,4,5,4,0,MA PD,2013
H3156,3,4,5,4,3,4,5,3,2,3,0,0,0,0,4,4,4,4,5,0,2,3,3,4,4,4,4,4,5,4,5,4,5,0,0,5,0,4,5,0,0,0,4,5,4,3,0,2,3,3,5,1,3,4,5,0,MA PD,2013
H3164,2,2,4,3,2,2,5,2,2,2,1,1,1,0,2,4,2,2,2,4,0,5,2,2,2,2,2,1,3,1,1,1,2,3,2,5,0,4,5,5,3,0,1,1,1,2,0,1,2,4,2,5,2,1,1,0,MA PD,2013
H3204,3,4,4,4,3,4,4,1,3,4,0,0,0,1,4,5,4,5,3,3,3,4,4,1,1,3,4,4,2,4,4,5,2,4,3,4,5,3,3,4,0,5,4,4,5,4,2,5,4,4,3,3,3,4,4,0,MA PD,2013
H3206,4,4,5,4,3,5,4,2,3,4,0,0,0,2,3,4,3,4,4,4,3,1,4,2,4,4,4,4,3,3,4,5,5,4,2,4,3,3,3,5,0,3,3,4,5,5,0,4,4,4,3,3,4,4,4,0,MA PD,2013
H3209,2,2,0,2,1,3,5,2,2,3,2,2,3,0,4,4,2,2,4,3,2,5,4,2,4,2,2,2,3,3,1,5,4,0,0,5,0,5,4,5,0,0,3,1,5,5,0,4,3,4,1,3,2,1,2,0,MA PD,2013
H3240,2,2,4,4,2,2,3,1,2,4,3,4,4,0,3,5,2,3,5,0,0,4,2,1,1,1,1,1,1,1,4,1,5,1,3,3,5,3,1,1,0,5,1,4,1,5,2,4,1,4,4,5,1,1,1,0,MA PD,2013
H3251,3,4,4,4,4,4,4,2,2,4,0,0,0,1,4,4,4,4,4,4,3,3,4,2,2,3,4,4,2,4,3,5,1,4,3,4,4,3,1,5,0,4,4,3,5,2,0,4,4,3,3,3,3,3,3,0,MA PD,2013
H3305,4,5,5,5,5,5,5,2,2,5,0,0,0,1,5,5,5,5,5,4,3,4,3,5,5,4,4,4,4,4,5,5,3,4,4,5,2,5,5,4,3,2,4,5,5,5,0,4,5,4,4,1,5,5,5,0,MA PD,2013
H3307,2,3,5,5,3,4,4,2,2,2,1,1,1,1,4,4,3,4,3,3,3,4,2,3,1,4,1,1,1,2,1,4,3,4,3,5,5,4,5,5,4,5,2,1,4,4,0,1,2,4,5,3,4,3,3,0,MA PD,2013
H3312,3,4,5,5,5,4,5,3,2,3,0,0,0,1,4,5,4,5,5,3,3,4,3,3,4,4,4,2,3,3,2,5,4,3,2,5,5,3,5,2,5,5,3,2,5,5,4,1,4,4,5,3,3,4,3,0,MA PD,2013
H3327,2,2,4,3,3,2,5,1,2,2,1,1,1,1,3,4,2,2,2,3,2,4,4,2,1,2,1,1,2,1,3,1,1,2,1,2,5,5,1,5,0,5,1,3,1,1,0,2,2,4,5,4,2,2,2,0,MA PD,2013
H3328,3,4,5,5,3,2,5,2,2,5,4,2,4,1,4,4,3,4,4,3,1,3,2,2,2,2,1,1,3,2,4,1,1,2,1,5,5,3,5,5,0,5,2,4,1,3,1,1,1,4,4,4,1,2,1,0,MA PD,2013
H3330,4,5,5,5,5,3,5,2,2,5,3,3,4,2,5,5,3,5,5,4,2,4,3,1,1,2,1,1,1,3,4,5,4,5,2,3,5,3,1,4,4,5,3,4,5,5,0,2,3,4,5,4,3,3,3,0,MA PD,2013
H3333,3,2,3,2,2,2,0,0,1,3,0,0,0,0,3,3,2,2,2,0,2,3,4,5,5,4,4,2,4,1,5,3,4,4,2,5,5,3,5,0,0,5,1,5,3,5,0,2,4,0,4,2,5,3,5,0,MA PD,2013
H3335,4,5,5,5,4,4,5,3,2,4,0,0,0,1,4,4,4,5,4,4,3,3,2,4,4,4,4,4,4,4,5,5,4,3,2,5,1,5,5,4,0,1,4,5,5,3,4,2,5,4,4,2,5,5,5,0,MA PD,2013
H3337,3,2,4,3,2,1,3,3,2,3,1,1,1,0,4,4,2,2,2,0,0,5,4,2,1,3,2,1,1,1,5,1,5,3,1,4,5,5,3,5,0,5,1,5,1,3,0,1,2,4,5,4,1,1,1,0,MA PD,2013
H3342,3,5,5,5,5,3,4,3,3,4,0,0,0,1,4,5,4,5,5,4,3,2,3,4,3,2,4,1,3,1,3,5,2,3,2,3,4,5,1,2,5,4,1,3,5,4,1,1,2,3,5,3,4,5,3,0,MA PD,2013
H3344,4,5,5,5,5,5,5,3,2,5,0,0,0,1,5,5,5,5,5,4,3,3,4,4,4,5,4,5,3,5,5,3,4,0,0,5,5,5,5,5,0,5,5,5,3,2,5,5,5,3,4,3,4,4,3,0,MA PD,2013
H3347,2,3,5,5,3,2,5,2,2,4,2,5,3,1,4,4,3,3,3,2,1,4,2,3,1,4,2,4,3,3,5,3,3,5,4,5,4,3,5,5,0,4,3,5,3,1,1,2,2,4,5,3,1,1,1,0,MA PD,2013
H3351,4,5,5,5,5,5,4,3,2,5,0,0,0,1,4,5,4,5,4,4,3,3,2,5,4,5,5,4,4,5,5,5,4,3,3,5,1,5,5,5,0,1,5,5,5,5,5,4,5,4,4,1,5,5,5,0,MA PD,2013
H3359,4,4,5,5,5,3,5,1,3,4,2,1,2,2,4,5,2,3,3,3,3,5,2,3,1,4,2,4,3,4,5,4,4,4,2,3,5,4,3,3,0,5,4,5,4,4,0,4,2,4,4,5,2,1,1,0,MA PD,2013
H3361,2,3,5,4,3,2,4,2,2,3,2,1,3,1,3,4,2,2,1,2,0,1,2,2,2,2,2,1,3,1,4,1,1,4,5,2,5,4,1,4,0,5,1,4,1,3,1,2,1,4,4,5,1,1,1,0,MA PD,2013
H3362,4,5,5,5,5,5,4,2,2,5,5,5,5,1,5,5,5,5,5,4,3,4,3,4,4,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,0,5,5,5,5,2,5,5,5,3,4,3,4,4,3,0,MA PD,2013
H3370,3,5,5,5,5,3,5,2,2,4,0,0,0,1,5,5,5,5,5,3,1,3,2,4,1,3,2,2,3,2,3,5,4,3,2,3,5,5,1,3,1,5,2,3,5,5,0,1,2,3,5,3,4,4,3,0,MA PD,2013
H3379,1,2,5,2,3,2,3,2,1,3,4,5,5,1,4,3,3,2,2,1,0,5,4,4,2,4,2,1,1,4,1,5,3,3,4,5,5,4,5,4,0,5,4,1,5,2,0,1,2,4,4,1,5,4,4,0,MA PD,2013
H3384,3,5,5,5,4,5,5,3,1,5,0,0,0,1,4,5,4,5,5,3,2,4,3,4,4,4,4,4,3,5,4,5,4,5,3,3,4,5,2,5,5,4,5,4,5,3,0,4,4,4,5,1,4,5,4,0,MA PD,2013
H3387,2,4,5,4,1,2,0,0,3,4,2,1,2,0,4,4,2,2,3,0,0,5,2,0,2,0,0,2,2,1,1,1,5,4,1,5,0,4,5,1,0,0,1,1,1,5,0,2,0,4,4,5,2,2,1,0,MA PD,2013
H3388,4,5,5,5,5,5,4,3,2,5,0,0,0,1,4,5,4,4,5,4,3,3,3,4,5,5,5,5,4,5,5,5,3,4,3,5,3,3,5,4,0,3,5,5,5,2,4,4,4,4,4,2,4,5,5,0,MA PD,2013
H3404,3,4,5,4,3,4,4,2,3,4,0,0,0,1,3,4,4,5,4,4,2,3,3,4,4,5,4,4,4,1,5,4,4,5,4,4,5,5,2,1,3,5,1,5,4,5,4,4,4,4,3,3,3,4,3,0,MA PD,2013
H3405,3,4,5,3,3,2,0,0,2,4,0,0,0,2,3,5,2,2,3,4,2,3,4,4,4,2,4,4,3,1,4,1,4,5,5,5,5,5,5,3,0,5,1,4,1,4,4,4,4,3,3,3,3,3,3,0,MA PD,2013
