CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness_D,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins.,Special Needs Plan (SNP) Care Management,Contract_Type,Year
H5985,0,49,88,86,0,63,64,76,45,81,61,34,0.43,0,69,91,64,73,54,64,35,66,10,82,73,89,81,85,80,55,0,15,0,0,0,0,0,0,0,0,100,0,55,0,15,0,0,85,91,98,12,89,65,69,64,39.5,MA PD,2015
H5989,0,0,0,0,0,0,0,0,0,0,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,99,11,82,90,87,85,100,PART D,2015
H5991,0,66,88,84,0,62,78,79,57,90,91,68,0.81,0,56,95,80,49,65,82,0,70,9,82,70,90,86,88,81,12,0,17,0,92,70,0,0,0,0,0,0,0,12,0,17,0,0,87,88,99,8,90,75,74,62,0,MA PD,2015
H5995,0,51,85,86,0,72,67,75,51,88,81,46,0.75,29,71,90,58,42,61,92,36,73,9,82,78,88,87,86,83,5,0,3,0,83,73,0,0,0,0,0,0,0,5,0,3,0,0,85,86,99,17,83,80,78,79,20.8,MA PD,2015
H6181,0,56,94,93,0,66,70,78,56,86,68,31,0.68,0,74,91,69,48,58,78,0,62,14,82,70,86,83,84,84,31,0,20,0,92,100,0,0,0,0,0,0,0,31,0,20,0,0,84,89,99,7,91,72,70,63,0,MA PD,2015
H6306,0,0,0,94,0,79,0,0,0,0,0,0,0,0,49,86,77,51,62,0,0,0,0,88,77,91,88,89,87,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,87,94,99,7,87,67,77,68,0,MA PD,2015
H6328,0,73,95,93,0,80,66,81,55,95,0,0,0,40,70,95,76,59,66,85,28,48,7,85,78,89,88,90,86,56,0,100,0,0,0,0,0,0,0,0,0,0,56,0,10,0,0,89,92,99,14,86,79,79,75,0,MA PD,2015
H6360,0,86,99,96,0,79,65,82,55,98,0,0,0,38,84,98,87,72,92,90,37,63,1,85,83,90,87,88,85,22,0,3,0,97,0,0,0,0,0,0,0,0,22,0,3,0,0,89,94,100,5,88,81,82,78,0,MA PD,2015
H6528,0,57,82,89,0,69,0,0,46,90,68,67,0.66,0,58,91,71,48,49,78,28,64,10,84,73,86,86,81,84,34,0,18,0,61,91,0,0,0,0,1,100,0,34,0,18,0,0,82,88,99,17,85,69,70,65,52.2,MA PD,2015
H6609,0,67,87,89,0,77,68,81,49,91,0,0,0,24,70,91,84,61,76,84,42,50,11,88,77,88,86,86,88,8,0,2,0,98,90,0,0,0,0,3,80,0,8,0,2,0,0,85,91,98,9,85,81,83,79,0,MA PD,2015
H6622,0,74,90,95,0,75,0,0,53,94,0,0,0,14,66,95,85,68,87,94,39,52,9,88,85,86,87,85,89,20,0,100,0,99,0,0,0,0,0,3.3,0,0,20,0,10,0,0,86,89,98,6,84,83,85,83,0,MA PD,2015
H6743,0,53,85,83,0,73,0,0,44,80,0,0,0,45,58,82,75,46,58,89,31,50,11,84,77,92,84,85,87,6,0,3,0,88,77,0,0,0,0,0,0,0,6,0,3,0,0,85,91,99,9,85,75,78,73,0,MA PD,2015
H6786,0,0,0,94,0,0,0,0,0,0,0,0,0,0,90,93,90,65,77,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,0,0,0,0,1,0,0,0,0,98,11,87,83,86,83,0,PART D,2015
H6801,0,44,0,83,0,74,0,0,45,87,0,0,0,0,39,90,54,38,52,0,33,48,12,82,76,83,85,83,84,16,0,8,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,85,93,98,12,87,78,75,72,0,MA PD,2015
H6815,0,77,0,93,0,78,0,0,58,94,99,51,0.66,0,81,96,86,57,66,0,35,54,8,87,81,87,87,87,86,27,0,5,0,0,0,0,0,0,0,6.5,50,0,27,0,5,0,0,85,90,98,11,87,80,81,79,66.8,MA PD,2015
H6864,0,0,0,0,0,0,0,0,0,0,61,42,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,83,86,82,75,96.9,PART D,2015
H6923,0,63,88,87,0,73,71,82,51,88,0,0,0,0,56,91,80,63,73,0,29,56,11,83,78,84,83,78,85,21,0,26,0,0,0,0,0,0,0,0,0,0,21,0,26,0,0,77,87,99,11,88,80,79,73,0,MA PD,2015
H6972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,99,9,87,72,67,71,0,PART D,2015
H7006,0,66,92,92,0,81,70,77,54,82,0,0,0,34,72,91,61,39,57,0,39,51,8,88,81,95,87,90,85,6,0,6,0,88,71,0,0,0,0,4.2,0,0,6,0,6,0,0,86,92,99,9,83,82,85,83,0,MA PD,2015
H7149,0,63,86,85,0,78,72,81,45,95,0,0,0,37,72,90,86,56,71,83,33,54,8,86,80,91,84,83,87,43,0,7,0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,84,92,99,9,85,74,79,79,0,MA PD,2015
H7187,0,50,84,85,0,64,73,82,48,85,0,0,0,15,55,85,65,46,46,76,32,57,11,84,75,86,85,81,85,27,0,31,0,98,93,0,0,0,0,4,0,0,27,0,31,0,0,83,93,98,13,86,76,77,72,0,MA PD,2015
H7200,0,57,87,85,0,65,77,82,49,92,84,65,0.92,0,70,90,70,47,56,65,0,68,14,81,74,85,84,83,83,52,0,18,0,96,94,0,0,0,0,2.4,0,0,52,0,18,0,0,83,90,99,12,88,69,73,74,0,MA PD,2015
H7220,0,72,91,89,0,80,67,80,46,94,0,0,0,11,67,92,81,60,73,91,31,61,9,88,82,92,88,88,89,8,0,4,0,68,83,0,0,0,0,0,0,0,8,0,4,0,0,85,93,99,7,85,79,81,77,0,MA PD,2015
H7301,0,63,91,88,0,68,70,80,45,95,0,0,0,30,67,90,86,59,74,89,31,50,9,84,79,89,87,86,85,10,0,7,0,94,0,0,0,0,0,0,0,0,10,0,7,0,0,88,93,99,8,86,83,83,78,0,MA PD,2015
H7306,0,49,86,90,0,69,73,85,43,92,0,0,0,0,59,89,81,55,71,0,38,54,12,82,74,90,85,85,84,54,0,14,0,100,0,0,0,0,0,0,0,0,54,0,14,0,0,85,90,99,11,88,66,75,71,0,MA PD,2015
H7678,0,48,80,88,0,69,82,77,48,81,67,40,0.68,0,54,94,53,43,43,0,0,76,7,70,71,84,83,81,82,41,0,26,0,100,0,0,0,0,0,0,0,0,41,0,26,0,0,86,86,99,8,91,70,70,64,0,MA PD,2015
H7728,0,0,0,90,0,82,0,0,0,0,0,0,0,0,80,92,83,61,69,0,0,0,10,87,82,90,89,87,89,14,0,4,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,87,93,96,12,89,81,87,84,0,MA PD,2015
H7787,0,62,90,93,0,76,69,77,49,95,0,0,0,31,64,92,65,54,56,73,42,47,12,81,76,87,85,82,85,25,0,33,0,100,0,0,0,0,0,0,0,0,25,0,33,0,0,84,90,99,15,88,74,76,71,0,MA PD,2015
H7811,0,0,0,88,0,69,0,0,0,0,0,0,0,0,47,87,73,47,52,0,0,0,15,78,75,84,84,78,85,17,0,31,0,0,0,0,0,0,0,7.5,0,0,17,0,31,0,0,83,88,98,7,83,72,70,64,0,MA PD,2015
H7908,0,50,97,93,0,59,69,81,50,83,0,0,0,0,59,91,78,55,63,0,44,60,13,76,68,83,81,78,82,23,0,22,0,93,0,0,0,0,0,0,0,0,23,0,22,0,0,78,88,99,10,86,77,76,69,0,MA PD,2015
H7917,0,64,91,89,0,75,67,78,46,84,0,0,0,24,63,90,77,48,70,74,35,48,10,89,78,91,88,88,89,11,0,6,0,84,84,0,0,0,0,0.2,92,0,11,0,6,0,0,87,93,99,17,86,76,79,73,0,MA PD,2015
H7949,0,53,91,86,0,61,64,81,43,83,0,0,0,0,57,94,72,52,53,75,35,56,7,77,68,82,80,81,81,54,0,24,0,93,87,0,0,0,0,3.5,0,0,54,0,24,0,0,84,89,98,12,90,75,78,74,0,MA PD,2015
H8091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,13,90,71,72,66,0,PART D,2015
H8130,0,0,0,0,0,0,0,0,0,0,42,38,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8,88,69,67,68,0,PART D,2015
H8145,0,57,86,86,0,68,0,0,47,89,0,0,0,18,59,90,82,54,67,78,26,60,11,84,75,0,86,85,84,23,0,17,0,99,100,0,0,0,0,1.7,83,0,23,0,17,0,0,86,90,98,7,84,78,80,76,0,MA PD,2015
H8189,0,62,0,86,0,60,0,0,0,89,81,62,0.8,0,53,89,59,44,51,0,0,0,14,79,79,88,82,85,85,0,0,15,0,50,0,0,0,0,0,9.7,0,0,0,0,15,0,0,84,88,99,19,88,62,67,67,0,MA PD,2015
H8393,0,62,81,82,0,73,67,82,46,86,0,0,0,0,68,85,83,56,65,84,32,49,6,83,80,87,84,81,88,14,0,16,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,82,91,99,9,84,80,82,79,0,MA PD,2015
H8468,0,58,87,88,0,67,74,82,37,86,0,0,0,0,69,80,85,56,57,0,35,46,12,85,79,92,87,88,87,27,0,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PART C,2015
H8552,0,64,91,89,0,70,0,0,55,82,0,0,0,25,62,88,78,57,68,76,0,54,11,84,76,85,86,79,85,35,0,16,0,87,86,0,0,0,0,1,69,0,35,0,16,0,0,76,85,98,12,86,73,77,72,0,MA PD,2015
H8578,0,77,96,95,0,84,75,82,55,95,0,0,0,0,86,96,91,69,90,0,46,55,10,89,80,92,87,87,86,8,0,5,0,100,88,0,0,0,0,0,0,0,8,0,5,0,0,85,93,99,10,83,80,82,79,0,MA PD,2015
H8604,0,57,83,85,0,75,0,0,42,89,0,0,0,0,65,86,82,58,66,0,0,47,19,89,77,93,87,87,86,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,83,90,99,13,78,80,82,77,0,MA PD,2015
H8649,0,67,85,84,0,72,71,77,50,92,0,0,0,40,73,90,87,61,79,81,37,50,10,85,77,87,85,83,85,15,0,38,0,93,0,0,0,0,0,0,0,0,15,0,38,0,0,83,91,98,12,88,75,76,72,0,MA PD,2015
H8748,0,53,86,83,0,71,66,82,50,81,0,0,0,22,53,86,60,41,53,65,34,59,8,83,76,86,87,84,86,104,0,7,0,97,99,0,0,0,0,6.2,0,0,104,0,7,0,0,83,91,98,13,85,72,75,70,0,MA PD,2015
H8822,0,58,84,85,0,80,67,81,49,88,94,88,0.97,0,54,92,70,48,61,0,34,59,15,85,77,88,87,86,88,11,0,11,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,84,92,99,10,83,73,79,71,92.7,MA PD,2015
H8953,0,62,89,91,0,70,73,77,47,99,93,91,0.96,24,64,95,81,63,72,77,31,57,12,83,78,85,88,82,88,40,0,12,0,99,0,0,0,0,0,0,0,0,40,0,12,0,0,87,90,98,5,86,79,79,75,78.4,MA PD,2015
H8980,0,68,93,92,0,69,72,77,41,94,0,0,0,0,74,89,87,72,91,89,36,54,11,84,76,91,86,85,88,15,0,8,0,0,0,0,0,0,0,3.1,0,0,15,0,8,0,0,84,94,99,8,82,76,78,72,0,MA PD,2015
H8991,0,61,90,90,0,54,73,86,51,94,89,62,0.91,0,56,92,64,50,72,51,0,72,14,80,78,89,88,86,86,29,0,22,0,92,87,0,0,0,0,4.5,0,0,29,0,22,0,0,87,92,99,11,87,75,72,69,0,MA PD,2015
H9001,0,81,97,95,0,83,71,81,50,96,100,100,1,25,86,96,90,66,80,84,43,62,10,83,80,92,87,87,86,31,0,34,0,95,91,0,0,0,0,1.1,0,0,31,0,34,0,0,87,92,98,12,80,83,85,80,98.8,MA PD,2015
H9003,0,90,97,97,0,85,67,81,67,99,0,0,0,71,83,99,92,71,89,92,43,57,8,85,82,89,88,91,87,15,0,1,0,98,98,0,0,0,0,0,0,0,15,0,1,0,0,92,96,100,7,89,85,86,83,0,MA PD,2015
H9047,0,74,92,92,0,85,68,81,56,98,0,0,0,47,84,94,91,66,74,91,44,62,9,86,81,91,88,89,86,4,0,2,0,73,78,0,0,0,0,0,0,0,4,0,2,0,0,85,93,98,9,87,83,83,81,0,MA PD,2015
H9082,0,0,0,0,0,79,69,76,53,0,81,46,0.92,0,0,0,0,0,0,0,41,63,0,80,72,89,86,84,83,16,0,17,0,100,0,0,0,0,0,0,0,0,16,0,17,0,0,85,88,99,7,89,69,72,70,60.9,MA PD,2015
H9104,0,73,92,91,0,74,59,68,45,88,83,89,0.94,34,76,93,83,65,68,62,38,74,9,81,76,88,82,89,82,8,0,16,0,59,87,0,0,0,0,1.7,0,0,8,0,16,0,0,84,89,98,14,81,75,79,77,0,MA PD,2015
H9285,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,100,0,0,0,0,0,0,0,0,15,0,30,0,0,0,0,99,7,87,64,62,61,69.1,PART D,2015
H9302,0,62,81,88,0,72,69,79,49,74,0,0,0,15,66,90,63,43,54,84,37,52,10,84,80,90,87,84,87,23,0,24,0,87,95,0,0,0,0,0.6,0,0,23,0,24,0,0,83,91,99,6,86,78,81,78,0,MA PD,2015
H9385,0,55,88,93,0,67,75,76,45,89,0,0,0,28,63,91,84,59,70,68,31,51,10,83,74,88,84,86,84,24,0,100,0,63,86,0,0,0,0,0,0,0,24,0,10,0,0,84,90,98,10,88,75,78,74,0,MA PD,2015
H9525,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,82,85,87,84,88,63,0,19,0,0,0,0,0,0,0,11.5,0,0,63,0,19,0,0,82,89,96,10,83,84,80,76,0,PART D,2015
H9572,0,68,87,88,0,79,66,83,49,84,0,0,0,29,71,89,74,57,56,81,42,55,11,85,76,87,87,85,85,7,0,1,0,98,93,0,0,0,0,1.1,91,0,7,0,1,0,0,82,93,98,10,86,80,85,80,0,MA PD,2015
H9615,0,74,89,92,0,84,68,82,54,97,0,0,0,12,79,91,88,64,77,84,39,56,10,85,80,91,87,87,86,8,0,7,0,95,81,0,0,0,0,0,80,0,8,0,7,0,0,87,92,99,11,82,85,87,82,0,MA PD,2015
H9730,0,0,0,83,0,62,0,0,0,0,76,34,0.7,0,38,93,56,39,54,0,0,0,0,75,73,83,83,81,84,62,0,20,0,97,100,0,0,0,0,10.2,50,0,62,0,20,0,0,84,89,99,10,84,70,70,68,0,MA PD,2015
H9847,0,66,89,88,0,69,66,81,54,89,0,0,0,37,70,89,79,48,64,81,33,52,8,82,74,90,84,86,85,25,0,11,0,96,78,0,0,0,0,0,86,0,25,0,11,0,0,85,91,99,11,85,72,75,70,0,MA PD,2015
H9859,0,76,92,89,0,80,71,80,53,95,0,0,0,16,71,89,86,60,77,88,39,58,11,87,80,92,88,88,86,18,0,8,0,100,76,0,0,0,0,0,0,0,18,0,8,0,0,87,93,99,10,85,85,88,81,0,MA PD,2015
H9947,0,66,87,84,0,64,0,0,55,86,0,0,0,0,62,86,75,46,66,82,37,68,11,86,73,84,85,83,87,9,0,12,0,75,100,0,0,0,0,0,63,0,9,0,12,0,0,81,89,97,14,85,72,74,71,0,MA PD,2015
R3175,0,51,89,88,0,62,70,81,50,81,80,71,0.9,17,68,90,76,54,62,73,29,66,8,79,76,85,85,87,86,16,0,3,0,100,0,0,0,0,0,0,0,0,16,0,3,0,0,86,90,99,12,87,72,74,70,39.3,MA PD,2015
R3332,0,61,91,90,0,71,71,80,57,77,0,0,0,21,64,88,76,52,56,77,40,60,11,85,75,90,86,82,85,27,0,19,0,91,90,0,0,0,0,8.3,67,0,27,0,19,0,0,79,90,99,13,84,78,81,75,0,MA PD,2015
R3444,0,53,86,83,0,68,66,76,40,93,54,53,0.51,12,53,86,65,41,43,76,30,66,13,86,75,87,86,83,87,29,0,100,0,51,85,0,0,0,0,0.9,69,0,29,0,10,0,0,85,92,99,21,85,71,70,68,37.8,MA PD,2015
R5287,0,61,90,92,0,68,65,81,49,89,88,67,0.9,29,55,88,72,50,63,73,39,58,11,82,73,87,85,80,87,24,0,34,0,96,93,0,0,0,0,2.9,92,0,24,0,34,0,0,80,90,98,14,84,76,78,73,43.6,MA PD,2015
R5342,0,56,86,85,0,74,67,76,43,85,0,0,0,25,53,85,65,48,63,78,38,58,11,83,75,86,85,83,85,31,0,12,0,96,94,0,0,0,0,1.2,100,0,31,0,12,0,0,82,91,98,10,85,77,81,75,0,MA PD,2015
R5826,0,59,87,87,0,73,68,79,46,91,0,0,0,22,55,89,77,53,77,79,40,58,12,88,79,88,87,86,87,27,0,100,0,98,92,0,0,0,0,1.9,89,0,27,0,10,0,0,87,90,98,7,86,77,79,75,0,MA PD,2015
R5941,0,60,83,85,0,70,68,78,40,90,0,0,0,21,59,89,78,54,67,79,30,53,10,85,73,85,84,80,84,23,0,36,0,72,90,0,0,0,0,1.1,74,0,23,0,36,0,0,79,88,96,11,83,76,78,73,0,MA PD,2015
R6801,0,57,88,85,0,71,70,79,48,92,53,51,0.5,14,62,90,66,48,47,72,29,69,10,80,71,88,84,82,85,35,0,18,0,50,81,0,0,0,0,1.2,73,0,35,0,18,0,0,84,89,99,18,88,68,70,64,40.6,MA PD,2015
R7444,0,64,87,88,0,76,70,76,51,89,0,0,0,21,68,91,72,55,64,84,32,51,11,86,79,84,87,80,85,17,0,18,0,97,100,0,0,0,0,5.2,0,0,17,0,18,0,0,82,92,98,10,86,79,81,76,0,MA PD,2015
R9896,0,65,86,83,0,62,67,79,51,96,70,68,0.68,12,58,92,65,43,44,73,31,71,11,86,75,87,87,85,87,28,0,11,0,48,82,0,0,0,0,1,84,0,28,0,11,0,0,85,92,99,19,85,67,68,63,49.7,MA PD,2015
S0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,36,0,20,0,0,82,88,97,22,81,74,74,72,0,PART D,2015
S0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,40,0,0,0,0,0,0,89,91,0,9,83,86,87,83,0,PART D,2015
S1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,5,0,4,0,0,85,91,99,22,83,79,81,75,0,PART D,2015
S1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,15,0,22,0,0,81,87,99,13,82,76,75,72,0,PART D,2015
S1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,0,0,0,0,0,0,0,89,93,0,12,86,88,86,84,0,PART D,2015
S2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,12,0,3,0,0,87,91,99,15,86,79,82,78,0,PART D,2015
S2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,50,0,7,0,9,0,0,85,91,99,16,84,66,68,65,0,PART D,2015
S2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,18,0,0,80,0,98,3,93,70,71,53,0,PART D,2015
S2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,9,0,2,0,0,84,89,99,8,81,84,86,82,0,PART D,2015
S3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,29,0,11,0,0,79,89,99,14,82,77,82,77,0,PART D,2015
S3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1,67,0,10,0,0,0,0,0,0,0,13,80,67,74,62,0,PART D,2015
S3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,5,0,0,90,94,99,13,82,83,84,80,0,PART D,2015
S4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0,0,85,88,98,19,84,84,83,81,0,PART D,2015
S4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,73,0,7,0,4,0,0,86,91,99,12,83,77,79,77,0,PART D,2015
S5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,5,0,5,0,0,87,90,99,19,83,81,82,75,0,PART D,2015
S5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,100,0,16,0,10,0,0,80,88,98,5,81,77,79,75,0,PART D,2015
S5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,11,0,24,0,0,80,89,99,9,82,79,81,76,0,PART D,2015
S5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,51,0,13,0,0,81,87,99,12,81,75,77,72,0,PART D,2015
S5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,72,0,8,0,5,0,0,85,92,99,13,82,82,85,80,0,PART D,2015
S5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,72,0,7,0,6,0,0,80,90,99,10,78,82,82,78,0,PART D,2015
S5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,65,0,6,0,5,0,0,82,87,97,15,83,79,81,77,0,PART D,2015
S5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,5,0,7,0,0,85,90,97,17,83,78,79,76,0,PART D,2015
S5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,12,0,6,0,0,81,90,99,17,82,81,82,80,0,PART D,2015
S5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,69,0,17,0,7,0,0,86,91,99,19,82,76,76,74,0,PART D,2015
S5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,0,1,0,0,87,89,99,15,83,81,83,79,0,PART D,2015
S5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,0,8,0,0,85,90,99,17,80,83,84,81,0,PART D,2015
S5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,64,0,11,0,3,0,0,85,91,99,15,82,83,84,80,0,PART D,2015
S5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,73,0,4,0,5,0,0,83,89,97,15,84,81,84,79,0,PART D,2015
S5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,62,0,3,0,3,0,0,86,93,99,12,83,86,88,83,0,PART D,2015
S5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,100,0,5,0,5,0,0,81,90,99,13,82,85,88,83,0,PART D,2015
S5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,21,0,7,0,0,83,92,99,16,82,75,76,73,0,PART D,2015
